date,open,high,low,close,vol,close_time,quote_vol
1618294500000,32.99910000,33.02550000,32.81120000,32.81630000,28506.00000000,1618295399999,938506.20432400
1618295400000,32.81070000,32.89100000,32.65000000,32.65570000,36164.35000000,1618296299999,1185089.89718100
1618296300000,32.65230000,32.66570000,32.50000000,32.56960000,60967.59000000,1618297199999,1984630.61384600
1618297200000,32.56970000,32.73040000,32.52870000,32.54060000,49204.84000000,1618298099999,1606841.72570600
1618298100000,32.53730000,32.61570000,32.40000000,32.42260000,46080.41000000,1618298999999,1497812.40718100
1618299000000,32.42200000,32.65950000,32.38420000,32.65320000,34376.08000000,1618299899999,1118954.03745500
1618299900000,32.65050000,32.85160000,32.60880000,32.83080000,32358.89000000,1618300799999,1059752.13287800
1618300800000,32.82610000,32.95520000,32.80360000,32.92000000,57228.11000000,1618301699999,1882110.82645300
1618301700000,32.92000000,32.97620000,32.60110000,32.82760000,86604.21000000,1618302599999,2840407.24407800
1618302600000,32.82690000,33.41410000,32.67610000,33.32500000,135487.28000000,1618303499999,4480774.65302300
1618303500000,33.31410000,33.41200000,33.18800000,33.31590000,71799.94000000,1618304399999,2391488.32256500
1618304400000,33.32000000,33.34220000,33.18820000,33.26070000,60659.43000000,1618305299999,2017238.64376800
1618305300000,33.25330000,33.26400000,32.99870000,33.02880000,62530.21000000,1618306199999,2068894.65434900
1618306200000,33.02880000,33.05010000,32.88270000,32.89290000,71118.03000000,1618307099999,2342211.28075800
1618307100000,32.89340000,33.17430000,32.79200000,33.05000000,110380.49000000,1618307999999,3633623.00399700
1618308000000,33.04630000,33.21320000,33.01300000,33.20200000,37534.78000000,1618308899999,1242566.81288500
1618308900000,33.20200000,33.35620000,33.18640000,33.34550000,51370.43000000,1618309799999,1709372.53636700
1618309800000,33.34860000,33.41590000,33.20650000,33.30350000,33462.65000000,1618310699999,1114845.87799800
1618310700000,33.30340000,33.38450000,33.28230000,33.37190000,25910.08000000,1618311599999,863998.28141200
1618311600000,33.37220000,33.42350000,33.31020000,33.32890000,50829.65000000,1618312499999,1696707.50336900
1618312500000,33.32520000,33.35910000,33.18940000,33.23060000,64819.31000000,1618313399999,2155821.72745800
1618313400000,33.23070000,33.30130000,33.17360000,33.25230000,36392.98000000,1618314299999,1209519.42371800
1618314300000,33.25510000,33.68040000,33.22220000,33.60670000,74270.58000000,1618315199999,2487886.21725400
1618315200000,33.60650000,33.68700000,33.46020000,33.47550000,76629.64000000,1618316099999,2571144.33691800
1618316100000,33.47550000,33.48980000,33.25350000,33.30900000,59695.94000000,1618316999999,1991679.60595600
1618317000000,33.30900000,33.58020000,33.28560000,33.53020000,62074.49000000,1618317899999,2076891.90664300
1618317900000,33.53020000,33.62020000,33.40580000,33.56430000,48035.78000000,1618318799999,1610889.91209400
1618318800000,33.57430000,33.61260000,33.42090000,33.57480000,44660.66000000,1618319699999,1496464.07342700
1618319700000,33.56970000,33.68040000,33.47980000,33.51490000,55276.61000000,1618320599999,1856110.42419700
1618320600000,33.52770000,33.56250000,33.38660000,33.40010000,29894.87000000,1618321499999,999902.94263800
1618321500000,33.40850000,33.50000000,33.37010000,33.44060000,37380.68000000,1618322399999,1250222.73289200
1618322400000,33.44070000,33.48160000,33.34440000,33.46320000,30507.77000000,1618323299999,1019226.18031900
1618323300000,33.46670000,33.87030000,33.46380000,33.83200000,57965.75000000,1618324199999,1950404.48915700
1618324200000,33.83200000,33.94970000,33.69030000,33.91800000,77492.67000000,1618325099999,2620687.71632300
1618325100000,33.91800000,34.29840000,33.85290000,34.26250000,162406.96000000,1618325999999,5539480.82479400
1618326000000,34.26250000,34.35230000,34.05900000,34.14270000,117442.86000000,1618326899999,4013821.70524100
1618326900000,34.14230000,34.44080000,34.08660000,34.30680000,92503.81000000,1618327799999,3171337.31728500
1618327800000,34.30490000,34.50000000,34.09730000,34.24760000,96789.91000000,1618328699999,3323774.46622800
1618328700000,34.24760000,34.35450000,34.15010000,34.31300000,55706.42000000,1618329599999,1908111.32470100
1618329600000,34.31840000,34.93360000,34.30200000,34.81450000,193617.41000000,1618330499999,6719862.66675200
1618330500000,34.81240000,34.93360000,34.48330000,34.89620000,168947.31000000,1618331399999,5875390.49669600
1618331400000,34.89040000,34.95900000,34.54670000,34.89880000,97277.16000000,1618332299999,3380271.65299300
1618332300000,34.91860000,35.59930000,34.85330000,35.41150000,311455.27000000,1618333199999,10967849.53366500
1618333200000,35.41160000,35.64010000,35.14220000,35.62950000,158163.10000000,1618334099999,5607885.37245500
1618334100000,35.62140000,35.64670000,35.30020000,35.33980000,125189.65000000,1618334999999,4442872.20047400
1618335000000,35.35380000,35.44050000,35.20730000,35.22520000,83611.73000000,1618335899999,2953268.01361800
1618335900000,35.23230000,35.45200000,35.18920000,35.39700000,60772.13000000,1618336799999,2144721.35853300
1618336800000,35.41450000,35.80000000,35.38130000,35.76000000,121223.60000000,1618337699999,4323856.29114300
1618337700000,35.76000000,35.86450000,35.66700000,35.76260000,100766.68000000,1618338599999,3607498.11601600
1618338600000,35.75800000,35.82950000,35.51520000,35.63360000,75723.53000000,1618339499999,2699572.09680400
1618339500000,35.63360000,35.64130000,34.48270000,34.62860000,328438.11000000,1618340399999,11468727.84050600
1618340400000,34.62860000,35.25640000,34.62610000,35.17040000,121598.11000000,1618341299999,4260559.99108900
1618341300000,35.18450000,35.35930000,34.82500000,34.85190000,82805.57000000,1618342199999,2913307.29399500
1618342200000,34.85050000,35.37000000,34.83670000,35.36020000,79802.09000000,1618343099999,2802159.59874700
1618343100000,35.36990000,35.76750000,35.34110000,35.61020000,106885.84000000,1618343999999,3806944.81146300
1618344000000,35.62690000,35.81580000,35.51760000,35.74030000,97570.13000000,1618344899999,3483711.77480200
1618344900000,35.74990000,35.77700000,35.33000000,35.39310000,61670.00000000,1618345799999,2189274.78675700
1618345800000,35.37390000,35.46490000,35.21230000,35.27570000,33067.67000000,1618346699999,1167828.13960200
1618346700000,35.27140000,35.44780000,35.26830000,35.38470000,39521.90000000,1618347599999,1397959.68987900
1618347600000,35.38510000,35.43990000,35.09230000,35.12110000,49926.78000000,1618348499999,1759797.42872200
1618348500000,35.13270000,35.33630000,35.10050000,35.24830000,23194.09000000,1618349399999,817096.71257900
1618349400000,35.25220000,35.25790000,35.01230000,35.16580000,45281.02000000,1618350299999,1591673.68494300
1618350300000,35.16190000,35.50000000,35.08580000,35.09950000,74992.64000000,1618351199999,2647034.68974000
1618351200000,35.09740000,35.32030000,34.73690000,34.74840000,83952.11000000,1618352099999,2931921.36335500
1618352100000,34.74840000,35.20270000,34.73720000,35.18980000,84957.15000000,1618352999999,2978577.43905200
1618353000000,35.19590000,35.30840000,35.13380000,35.28850000,37725.25000000,1618353899999,1329613.15474000
1618353900000,35.27510000,35.42930000,35.20010000,35.20330000,60836.62000000,1618354799999,2150185.45605700
1618354800000,35.20080000,35.49940000,35.15000000,35.48610000,43815.37000000,1618355699999,1545205.33983100
1618355700000,35.48040000,35.58000000,35.34870000,35.38000000,30135.49000000,1618356599999,1069646.63529200
1618356600000,35.38730000,35.73270000,35.36640000,35.58940000,42517.76000000,1618357499999,1514360.43763400
1618357500000,35.57870000,35.70470000,35.45840000,35.52170000,36212.39000000,1618358399999,1288217.60936000
1618358400000,35.54160000,35.86950000,35.33290000,35.34540000,100917.89000000,1618359299999,3598625.91276000
1618359300000,35.34760000,35.84980000,35.33510000,35.80420000,79581.72000000,1618360199999,2835380.20241200
1618360200000,35.81260000,36.25000000,35.71690000,36.23800000,170229.16000000,1618361099999,6131499.26208500
1618361100000,36.23800000,36.42000000,36.08940000,36.41990000,89577.64000000,1618361999999,3248621.92323800
1618362000000,36.40460000,36.42120000,36.08380000,36.19860000,68063.49000000,1618362899999,2465777.93526300
1618362900000,36.19700000,36.29140000,35.94210000,36.04150000,72951.22000000,1618363799999,2635767.89363300
1618363800000,36.04960000,36.10060000,35.89000000,36.07770000,52195.90000000,1618364699999,1879053.23103500
1618364700000,36.08540000,36.57810000,36.07010000,36.56270000,88750.90000000,1618365599999,3229650.67635900
1618365600000,36.56750000,36.59440000,36.29280000,36.36800000,85249.62000000,1618366499999,3107507.33521300
1618366500000,36.37360000,36.37760000,36.10550000,36.26500000,56311.10000000,1618367399999,2040462.58258200
1618367400000,36.26620000,36.72000000,36.12290000,36.65360000,65112.74000000,1618368299999,2372985.54737100
1618368300000,36.65860000,37.21000000,36.58840000,37.20000000,219389.75000000,1618369199999,8097335.20936600
1618369200000,37.20000000,37.98490000,37.08330000,37.72390000,352678.79000000,1618370099999,13243676.90484000
1618370100000,37.70820000,37.98060000,37.66670000,37.86010000,174119.20000000,1618370999999,6586765.31839600
1618371000000,37.86000000,37.86000000,37.31060000,37.31870000,153683.27000000,1618371899999,5776964.98068100
1618371900000,37.31120000,37.56560000,37.27000000,37.29490000,77657.74000000,1618372799999,2904483.11582700
1618372800000,37.29480000,37.40210000,37.08330000,37.14560000,110602.84000000,1618373699999,4116673.63072100
1618373700000,37.14550000,37.37570000,37.00100000,37.02740000,74458.06000000,1618374599999,2769830.90978700
1618374600000,37.01410000,37.54350000,37.00930000,37.32710000,91030.81000000,1618375499999,3393781.04273100
1618375500000,37.30470000,37.30490000,37.00840000,37.05380000,65214.42000000,1618376399999,2421579.74269400
1618376400000,37.04920000,37.32460000,36.96850000,37.31340000,76338.19000000,1618377299999,2835981.30956400
1618377300000,37.30530000,37.54220000,37.09220000,37.41810000,80816.21000000,1618378199999,3013828.99307400
1618378200000,37.41390000,37.53590000,37.26410000,37.29100000,79251.13000000,1618379099999,2964751.44470300
1618379100000,37.29100000,37.29110000,36.50010000,36.75980000,129165.82000000,1618379999999,4757550.07388100
1618380000000,36.75900000,37.08810000,36.56240000,37.00880000,96480.12000000,1618380899999,3552036.13296500
1618380900000,37.02050000,37.04990000,36.78510000,36.95570000,72402.27000000,1618381799999,2674334.49375600
1618381800000,36.95560000,37.00000000,36.71640000,36.99290000,74842.03000000,1618382699999,2757904.24437300
1618382700000,36.98580000,37.15990000,36.95830000,36.98010000,58535.33000000,1618383599999,2170563.71791700
1618383600000,36.98790000,37.33740000,36.88910000,37.22470000,74536.91000000,1618384499999,2762095.44044100
1618384500000,37.22470000,37.68930000,37.22280000,37.54360000,133526.63000000,1618385399999,5005798.32521100
1618385400000,37.53820000,37.62650000,37.25000000,37.33510000,52687.39000000,1618386299999,1972076.74573300
1618386300000,37.32680000,37.35410000,37.02000000,37.04550000,43669.62000000,1618387199999,1623916.54502700
1618387200000,37.03840000,37.46070000,37.02560000,37.29610000,78838.97000000,1618388099999,2941972.95006800
1618388100000,37.29350000,37.59360000,37.24110000,37.42420000,64389.64000000,1618388999999,2407051.56678100
1618389000000,37.43430000,37.53990000,37.05790000,37.06990000,70594.63000000,1618389899999,2632728.53493000
1618389900000,37.07020000,37.11310000,36.15070000,36.44170000,229524.54000000,1618390799999,8390634.93281100
1618390800000,36.43720000,36.85060000,36.28450000,36.36070000,103813.33000000,1618391699999,3802077.87084100
1618391700000,36.33800000,36.39860000,35.35000000,35.92660000,308689.62000000,1618392599999,11066196.22819400
1618392600000,35.92840000,36.26840000,35.31120000,36.19120000,222253.74000000,1618393499999,7972504.85742100
1618393500000,36.18330000,36.41240000,36.02600000,36.36740000,103122.84000000,1618394399999,3739097.75132500
1618394400000,36.36000000,36.53780000,36.10690000,36.48930000,80295.46000000,1618395299999,2919824.68532400
